room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price,,,
Entire home/apt,4,1,strict,1,f,84,2,2,5.407171771,,,
Private room,2,1,moderate,1,f,91,1,1,4.317488114,,,
Entire home/apt,4,2.5,moderate,1,f,100,2,2,6.109247583,,,
Entire home/apt,2,1,flexible,0,f,96,1,1,5.501258211,,,
Entire home/apt,6,2,moderate,1,f,92,3,3,5.521460918,,,
Private room,2,2,flexible,1,f,100,1,1,4.248495242,,,
Entire home/apt,4,1,strict,1,t,96,1,2,4.828313737,,,
Entire home/apt,6,2,flexible,1,f,100,2,3,5.141663557,,,
Private room,2,1.5,strict,0,f,100,1,1,4.553876892,,,
Private room,2,2,strict,0,f,96,1,2,4.605170186,,,
Private room,2,2,flexible,0,t,93,1,1,4.382026635,,,
Entire home/apt,6,2,strict,1,f,95,3,3,6.102558595,,,
Entire home/apt,6,1,strict,1,t,94,1,2,4.59511985,,,
Entire home/apt,4,1,flexible,1,f,92,1,2,4.077537444,,,
Private room,1,2,strict,1,t,90,1,1,4.158883083,,,
Entire home/apt,1,1,moderate,1,t,96,1,1,5.703782475,,,
Entire home/apt,5,1.5,flexible,1,f,92,2,2,5.347107531,,,
Private room,1,1,flexible,1,f,94,1,1,4.143134726,,,
Entire home/apt,8,1,strict,1,t,79,2,4,5.105945474,,,
Entire home/apt,4,1,strict,1,f,98,1,1,5.293304825,,,
Entire home/apt,7,2,strict,1,f,93,2,2,5.293304825,,,
Entire home/apt,2,1,strict,1,t,95,1,1,4.382026635,,,
Entire home/apt,6,1,flexible,0,f,100,3,3,5.857933154,,,
Private room,2,1,moderate,1,f,96,1,2,3.891820298,,,
Private room,2,1,moderate,1,t,97,1,1,4.317488114,,,
Entire home/apt,3,1,moderate,0,f,98,1,1,4.59511985,,,
Entire home/apt,7,1,strict,1,t,60,2,5,5.192956851,,,
Entire home/apt,5,1,strict,1,t,96,2,3,4.86753445,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,6.109247583,,,
Entire home/apt,15,5.5,strict,1,f,100,6,8,7.090076836,,,
Private room,2,2.5,strict,0,f,87,1,1,5.298317367,,,
Entire home/apt,3,1,strict,1,t,88,1,1,5.068904202,,,
Entire home/apt,6,2,strict,1,f,100,3,3,4.543294782,,,
Private room,2,1,strict,1,f,100,1,1,4.127134385,,,
Entire home/apt,4,1,flexible,0,t,96,2,2,5.247024072,,,
Private room,2,1,strict,0,f,89,1,1,4.007333185,,,
Shared room,1,1,strict,1,t,87,1,1,3.663561646,,,
Private room,2,1,strict,0,f,96,1,1,4.382026635,,,
Private room,1,1,flexible,1,f,99,1,1,4.094344562,,,
Private room,2,1,flexible,0,t,96,1,1,4.17438727,,,
Private room,1,1,strict,1,t,96,1,1,4.007333185,,,
Private room,2,1,strict,1,f,96,1,1,5.298317367,,,
Private room,2,1,flexible,1,f,96,1,1,4.382026635,,,
Private room,4,1,strict,1,f,72,1,1,4.430816799,,,
Entire home/apt,2,1,flexible,1,t,96,1,1,5.521460918,,,
Private room,2,2,moderate,0,t,90,1,1,4.007333185,,,
Shared room,1,1.5,moderate,1,f,96,1,1,4.317488114,,,
Entire home/apt,6,3,strict,1,f,96,3,5,5.068904202,,,
Private room,2,1,strict,1,t,92,3,1,4.317488114,,,
Shared room,1,1,flexible,0,f,96,1,1,3.583518938,,,
Private room,2,1,strict,1,f,100,1,1,4.077537444,,,
Private room,2,1,strict,1,f,96,1,1,5.010635294,,,
Private room,2,1,strict,1,f,96,1,1,4.605170186,,,
Entire home/apt,2,1,flexible,0,t,96,0,1,6.907755279,,,
Private room,2,1,strict,1,f,100,1,1,4.234106505,,,
Entire home/apt,5,1,moderate,0,t,96,1,2,5.010635294,,,
Entire home/apt,4,1,strict,1,f,100,1,2,4.787491743,,,
Private room,3,1,flexible,0,f,60,1,2,4.317488114,,,
Entire home/apt,2,1,moderate,1,f,90,1,1,4.605170186,,,
Entire home/apt,3,1,strict,1,f,100,1,2,5.010635294,,,
Private room,2,1,moderate,0,f,100,1,1,3.912023005,,,
Entire home/apt,4,2,strict,1,t,100,2,2,5.135798437,,,
Entire home/apt,4,1,flexible,1,t,97,1,3,5.288267031,,,
Private room,2,1,moderate,1,f,100,1,1,4.744932128,,,
Private room,1,1.5,flexible,0,f,96,1,1,4.382026635,,,
Entire home/apt,4,2.5,moderate,1,f,96,2,2,7.207859871,,,
Entire home/apt,3,1,moderate,1,f,90,1,2,5.556828062,,,
Entire home/apt,4,2,strict,1,f,98,2,2,5.669880923,,,
Private room,2,1,flexible,0,t,100,1,1,3.871201011,,,
Entire home/apt,5,1,flexible,0,t,96,2,2,7.003065459,,,
Entire home/apt,2,1,moderate,1,f,90,1,1,4.65396035,,,
Entire home/apt,6,2,strict,1,f,100,2,2,5.241747015,,,
Entire home/apt,4,1,strict,1,f,96,2,2,5.416100402,,,
Private room,2,1,moderate,1,f,97,1,1,4.369447852,,,
Shared room,2,1,moderate,0,f,87,1,2,4.025351691,,,
Private room,1,1.5,flexible,1,f,95,1,1,3.555348061,,,
Entire home/apt,6,1,strict,1,f,90,1,2,4.941642423,,,
Entire home/apt,4,1,strict,1,f,98,2,2,5.703782475,,,
Entire home/apt,4,1,strict,1,t,87,1,2,5.587248658,,,
Private room,1,1,strict,0,f,100,1,1,3.555348061,,,
Entire home/apt,4,1,strict,1,f,80,1,2,5.272999559,,,
Entire home/apt,6,1,flexible,1,t,60,1,3,4.795790546,,,
Entire home/apt,3,1,flexible,1,f,100,1,1,5.393627546,,,
Entire home/apt,6,1,strict,1,t,78,2,3,4.852030264,,,
Entire home/apt,6,2,strict,0,t,96,2,2,4.718498871,,,
Entire home/apt,3,1,strict,1,f,97,0,1,5.459585514,,,
Entire home/apt,2,2,strict,1,t,100,1,1,5.298317367,,,
Private room,2,1,moderate,1,f,96,1,1,4.442651256,,,
Entire home/apt,2,1,moderate,1,f,91,1,2,4.941642423,,,
Private room,4,1.5,strict,1,t,97,1,1,3.912023005,,,
Entire home/apt,4,1,strict,1,f,97,1,2,5.010635294,,,
Private room,2,1,flexible,0,f,100,1,1,4.48863637,,,
Private room,2,1,moderate,1,f,97,1,1,4.077537444,,,
Entire home/apt,2,1,moderate,0,f,89,1,1,5.298317367,,,
Entire home/apt,10,4.5,strict,1,f,100,5,7,5.857933154,,,
Entire home/apt,2,1,moderate,1,f,100,1,1,4.941642423,,,
Entire home/apt,2,1,moderate,1,t,84,1,1,4.553876892,,,
Private room,2,1,flexible,0,f,100,1,1,4.442651256,,,
Entire home/apt,3,1,flexible,1,f,96,1,1,4.49980967,,,
Entire home/apt,4,1,moderate,1,f,100,2,2,4.17438727,,,
Private room,1,1,strict,1,f,96,1,1,3.80666249,,,
Entire home/apt,5,1.5,flexible,1,f,96,1,1,5.521460918,,,
Entire home/apt,2,1,moderate,1,f,98,1,1,4.624972813,,,
Entire home/apt,8,2,strict,1,t,95,3,3,6.052089169,,,
Private room,4,1,strict,1,t,86,1,2,4.007333185,,,
Private room,3,1,flexible,1,f,96,1,1,3.688879454,,,
Private room,1,1,flexible,1,f,98,1,1,4.382026635,,,
Entire home/apt,3,1,moderate,1,t,94,1,2,5.192956851,,,
Entire home/apt,3,1,moderate,1,f,97,0,1,4.744932128,,,
Entire home/apt,4,1,moderate,0,f,97,2,2,5.010635294,,,
Private room,2,1.5,strict,0,f,98,1,1,3.912023005,,,
Entire home/apt,8,2,strict,0,t,96,3,4,6.214608098,,,
Private room,1,1,strict,1,t,86,1,1,3.688879454,,,
Entire home/apt,2,1,moderate,1,f,96,1,1,5.666426688,,,
Entire home/apt,4,1,moderate,1,t,96,2,2,4.828313737,,,
Private room,2,1,flexible,1,f,98,1,1,4.49980967,,,
Entire home/apt,1,1,moderate,1,f,95,0,1,5.010635294,,,
Private room,1,1,flexible,1,f,96,1,1,3.80666249,,,
Entire home/apt,2,1,strict,1,f,90,1,1,5.010635294,,,
Private room,2,1,flexible,1,f,99,1,1,4.553876892,,,
Private room,2,1,flexible,0,t,96,1,1,4.317488114,,,
Entire home/apt,7,1,strict,0,f,80,3,3,6.214608098,,,
Private room,2,2,strict,1,f,96,1,1,4.477336814,,,
Entire home/apt,3,1,strict,1,t,81,0,1,5.164785974,,,
Private room,2,1,flexible,1,f,96,1,1,5.010635294,,,
Entire home/apt,5,2,moderate,1,f,92,3,3,5.517452896,,,
Entire home/apt,12,1,flexible,0,f,96,1,2,6.684611728,,,
Entire home/apt,3,1,moderate,1,f,100,1,1,4.605170186,,,
Entire home/apt,6,1,moderate,1,f,97,1,2,5.855071922,,,
Entire home/apt,6,1,strict,1,f,92,1,3,4.691347882,,,
Entire home/apt,5,1,flexible,0,f,97,2,2,5.298317367,,,
Entire home/apt,14,5.5,moderate,1,t,96,5,12,7.277938573,,,
Private room,3,1,strict,1,t,93,1,1,4.094344562,,,
Private room,1,1,strict,1,f,93,1,1,4.828313737,,,
Private room,2,1,strict,1,f,95,1,1,3.33220451,,,
Private room,4,1,strict,1,f,96,1,1,5.164785974,,,
Private room,2,1.5,strict,1,t,95,1,1,4.59511985,,,
Entire home/apt,2,1.5,moderate,1,f,97,1,1,4.406719247,,,
Entire home/apt,6,2,strict,1,t,97,2,3,4.691347882,,,
Entire home/apt,3,1,flexible,0,t,96,1,1,6.907755279,,,
Private room,1,1,strict,1,f,100,1,1,4.077537444,,,
Private room,1,1,strict,1,t,93,1,1,4.248495242,,,
Entire home/apt,4,2,strict,1,f,99,2,2,5.267858159,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,5.010635294,,,
Entire home/apt,6,2,strict,1,f,96,3,4,5.857933154,,,
Entire home/apt,4,1,moderate,1,f,96,2,2,4.828313737,,,
Private room,2,1,moderate,0,t,98,1,1,4.744932128,,,
Entire home/apt,16,1,moderate,0,t,96,0,1,5.433722004,,,
Private room,1,1,strict,0,f,87,1,1,3.912023005,,,
Private room,2,1,strict,1,f,99,1,1,4.219507705,,,
Private room,1,1,strict,1,f,99,2,2,4.644390899,,,
Entire home/apt,6,2,strict,1,f,96,2,3,5.017279837,,,
Entire home/apt,1,1,flexible,0,f,96,1,1,4.605170186,,,
Entire home/apt,3,1,flexible,1,f,96,1,1,4.691347882,,,
Entire home/apt,2,1,moderate,1,t,95,1,1,4.59511985,,,
Private room,2,1,strict,1,f,97,1,1,4.060443011,,,
Private room,2,1,flexible,1,f,96,1,2,4.077537444,,,
Private room,2,1.5,strict,1,t,93,1,1,4.356708827,,,
Entire home/apt,2,1,flexible,1,t,90,0,1,4.828313737,,,
Private room,2,1,flexible,1,f,100,1,1,3.761200116,,,
Entire home/apt,2,1,strict,1,t,93,1,1,4.584967479,,,
Shared room,1,1,flexible,1,f,98,1,1,4.025351691,,,
Private room,1,1,strict,1,f,89,1,1,3.912023005,,,
Entire home/apt,3,1,strict,1,f,100,0,3,3.583518938,,,
Private room,4,1.5,strict,1,f,97,1,2,4.304065093,,,
Private room,2,1,moderate,0,f,96,1,1,4.248495242,,,
Entire home/apt,2,1,flexible,0,t,96,1,1,5.521460918,,,
Entire home/apt,4,1,strict,1,f,100,2,2,5.857933154,,,
Entire home/apt,4,1,strict,1,f,88,0,2,4.418840608,,,
Private room,2,1,strict,0,f,100,1,1,4.941642423,,,
Entire home/apt,2,1,flexible,1,f,88,0,1,5.521460918,,,
Private room,2,1,strict,0,f,84,1,2,4.127134385,,,
Entire home/apt,7,1,strict,1,f,88,2,3,5.416100402,,,
Shared room,6,2,strict,0,f,96,1,2,4.262679877,,,
Entire home/apt,4,1,moderate,1,f,100,2,2,5.003946306,,,
Entire home/apt,2,1,moderate,0,f,100,0,1,5.501258211,,,
Entire home/apt,4,1,strict,1,f,100,1,2,4.941642423,,,
Entire home/apt,2,1,moderate,1,f,91,0,1,4.65396035,,,
Entire home/apt,3,1,moderate,0,f,96,2,2,4.941642423,,,
Entire home/apt,2,1,moderate,1,f,97,1,1,5.416100402,,,
Private room,2,0,moderate,1,f,70,1,1,3.555348061,,,
Entire home/apt,2,1,strict,1,f,99,1,1,4.553876892,,,
Shared room,1,1,strict,1,f,96,1,1,4.094344562,,,
Entire home/apt,4,1,strict,1,t,95,1,1,4.644390899,,,
Entire home/apt,3,1,strict,1,t,98,1,2,4.976733742,,,
Private room,2,1,strict,1,t,100,1,1,4.248495242,,,
Private room,2,1,moderate,1,t,95,1,1,3.80666249,,,
Private room,1,1,strict,1,f,90,1,1,3.465735903,,,
Entire home/apt,3,1,strict,1,f,88,1,1,4.454347296,,,
Entire home/apt,4,1,strict,1,f,99,1,2,5.272999559,,,
Private room,2,1,strict,1,f,100,1,1,5.129898715,,,
Private room,2,2,moderate,1,f,100,1,1,3.80666249,,,
Entire home/apt,4,1,strict,1,f,100,0,2,4.605170186,,,
Entire home/apt,2,1,strict,1,f,100,1,1,5.393627546,,,
Private room,2,1,flexible,1,f,97,1,1,4.317488114,,,
Entire home/apt,3,1,flexible,1,f,100,1,2,5.192956851,,,
Private room,1,1,moderate,0,f,96,1,1,3.688879454,,,
Private room,1,2.5,flexible,0,f,96,1,1,4.17438727,,,
Entire home/apt,1,1,strict,1,f,96,0,1,5.857933154,,,
Entire home/apt,8,2,moderate,1,t,94,3,4,5.416100402,,,
Entire home/apt,4,1,flexible,1,f,96,2,2,5.703782475,,,
Entire home/apt,5,1,strict,0,t,96,0,3,4.59511985,,,
Private room,3,1,moderate,1,f,94,1,2,3.912023005,,,
Entire home/apt,2,1,strict,1,f,100,1,1,4.941642423,,,
Entire home/apt,4,1,strict,1,f,100,2,3,5.010635294,,,
Private room,1,1,strict,1,f,70,1,1,4.189654742,,,
Entire home/apt,4,2,strict,1,f,98,2,4,5.521460918,,,
Entire home/apt,2,1,strict,1,f,88,1,1,4.48863637,,,
Entire home/apt,6,2,flexible,1,t,96,4,4,5.241747015,,,
Entire home/apt,2,1,flexible,0,t,96,0,1,6.902742737,,,
Private room,3,1,strict,0,t,86,1,1,3.688879454,,,
Private room,1,0,flexible,0,f,96,1,1,3.583518938,,,
Entire home/apt,4,1,strict,1,t,100,0,3,5.010635294,,,
Entire home/apt,1,2,strict,0,f,79,1,2,4.820281566,,,
Entire home/apt,2,1,moderate,1,f,96,0,1,4.430816799,,,
Shared room,2,1,flexible,1,f,100,1,1,4.700480366,,,
Private room,3,1,strict,0,f,90,1,2,4.787491743,,,
Entire home/apt,7,2,strict,1,f,100,3,3,5.433722004,,,
Entire home/apt,4,2,strict,0,f,100,2,2,5.521460918,,,
Entire home/apt,8,2,strict,1,t,94,2,4,6.142037406,,,
Entire home/apt,6,3.5,flexible,1,f,96,3,3,5.627621114,,,
Entire home/apt,10,3.5,strict,1,f,87,3,4,6.745236349,,,
Private room,2,1,flexible,1,f,80,1,1,4.828313737,,,
Private room,2,1,flexible,0,f,99,1,1,4.317488114,,,
Entire home/apt,4,1,strict,1,f,80,1,2,5.010635294,,,
Entire home/apt,2,1,moderate,1,f,97,0,1,4.934473933,,,
Entire home/apt,2,1,strict,1,t,100,1,2,4.934473933,,,
Private room,2,1.5,strict,0,f,80,1,1,4.094344562,,,
Private room,2,1.5,moderate,1,f,100,1,1,4.317488114,,,
Private room,2,1,strict,1,f,96,1,1,4.234106505,,,
Private room,2,1,flexible,1,f,100,1,1,3.465735903,,,
Shared room,2,2,strict,1,f,100,1,2,3.583518938,,,
Entire home/apt,6,1,moderate,1,f,93,2,2,4.248495242,,,
Entire home/apt,4,1,moderate,1,f,96,1,2,4.96284463,,,
Private room,2,1,flexible,1,f,96,1,1,4.094344562,,,
Entire home/apt,6,1,strict,1,f,98,4,4,5.298317367,,,
Private room,2,1,flexible,0,f,92,1,1,3.80666249,,,
Private room,2,1,moderate,1,f,85,1,1,3.871201011,,,
Entire home/apt,4,1,strict,1,t,88,0,2,5.214935758,,,
Entire home/apt,7,1,strict,1,t,98,2,4,5.438079309,,,
Entire home/apt,2,1,strict,1,f,100,0,1,5.220355825,,,
Entire home/apt,2,1,moderate,1,f,90,1,1,5.043425117,,,
Private room,1,1,strict,1,t,96,1,1,3.36729583,,,
Entire home/apt,4,1,moderate,1,t,79,1,2,4.317488114,,,
Entire home/apt,3,1,flexible,1,f,85,1,2,4.859812404,,,
Entire home/apt,4,1,moderate,1,f,91,1,2,4.859812404,,,
Entire home/apt,3,1,flexible,1,f,100,0,3,4.828313737,,,
Entire home/apt,4,1,strict,0,f,96,2,2,5.703782475,,,
Entire home/apt,16,1,strict,1,f,100,0,1,6.396929655,,,
Entire home/apt,4,1,strict,1,f,96,1,2,5.828945618,,,
Private room,2,1,flexible,0,f,100,1,1,4.553876892,,,
Private room,2,1,moderate,0,f,95,1,1,4.605170186,,,
Entire home/apt,6,2.5,flexible,1,t,100,3,3,5.700443573,,,
Private room,1,1.5,strict,1,f,90,1,1,4.382026635,,,
Private room,2,1,strict,0,t,95,1,1,4.317488114,,,
Entire home/apt,2,1,moderate,1,f,92,1,1,5.634789603,,,
Entire home/apt,3,1,flexible,1,f,93,1,1,4.997212274,,,
Private room,2,1.5,strict,1,f,97,1,1,4.65396035,,,
Entire home/apt,4,1,strict,1,f,97,1,2,5.129898715,,,
Entire home/apt,4,2.5,moderate,1,f,100,2,2,4.787491743,,,
Private room,1,1,flexible,0,t,100,1,1,4.49980967,,,
Entire home/apt,2,1,moderate,1,f,96,1,1,4.9698133,,,
Entire home/apt,6,1,moderate,1,f,98,2,3,5.105945474,,,
Entire home/apt,2,1,moderate,1,f,100,1,1,4.605170186,,,
Entire home/apt,4,1,moderate,1,f,98,0,1,4.442651256,,,
Entire home/apt,8,2,strict,1,f,96,3,5,6.549650742,,,
Shared room,1,1,strict,1,t,81,1,1,2.995732274,,,
Private room,2,1,strict,1,f,100,1,1,4.356708827,,,
Entire home/apt,6,1,strict,0,t,96,2,3,5.361292166,,,
Entire home/apt,15,3,strict,1,f,96,6,10,7.13089883,,,
Entire home/apt,2,1,strict,1,f,93,1,1,5.135798437,,,
Entire home/apt,4,1,strict,1,f,93,2,2,4.859812404,,,
Entire home/apt,2,1,strict,1,f,100,0,1,6.214608098,,,
Entire home/apt,4,1,moderate,1,f,92,1,2,4.605170186,,,
Entire home/apt,4,1,flexible,0,f,96,1,2,4.317488114,,,
Entire home/apt,4,1,moderate,0,t,90,1,2,4.859812404,,,
Entire home/apt,2,1,flexible,1,t,98,0,1,4.700480366,,,
Entire home/apt,6,2.5,moderate,1,t,97,3,3,5.241747015,,,
Entire home/apt,6,1,strict,1,t,92,1,3,4.59511985,,,
Private room,2,1,flexible,0,t,96,1,1,4.553876892,,,
Private room,1,1,moderate,1,f,95,1,1,4.442651256,,,
Private room,2,1,strict,1,f,96,1,1,4.905274778,,,
Private room,2,1,flexible,1,t,92,1,1,3.688879454,,,
Entire home/apt,4,1,strict,1,f,90,1,2,5.298317367,,,
Private room,2,1,moderate,0,f,96,1,1,4.17438727,,,
Entire home/apt,2,1,strict,0,f,100,1,1,5.703782475,,,
Private room,1,1,flexible,0,f,96,1,1,5.926926026,,,
Entire home/apt,2,1.5,flexible,0,f,96,2,2,4.828313737,,,
Entire home/apt,6,2,strict,1,f,100,2,3,5.370638028,,,
Entire home/apt,2,1,strict,1,f,98,1,1,4.744932128,,,
Entire home/apt,5,2,moderate,0,f,96,3,2,5.926926026,,,
Entire home/apt,10,2,moderate,1,f,98,3,6,5.855071922,,,
Private room,4,3,strict,1,f,86,1,2,4.17438727,,,
Entire home/apt,4,1,moderate,1,f,97,1,2,5.616771098,,,
Entire home/apt,6,3,moderate,1,f,96,3,3,5.857933154,,,
Entire home/apt,5,2,flexible,0,f,96,3,4,6.214608098,,,
Private room,2,1,flexible,0,f,99,1,1,5.105945474,,,
Private room,2,1,moderate,0,f,99,1,1,4.204692619,,,
Entire home/apt,4,1,moderate,1,f,95,1,2,4.59511985,,,
Entire home/apt,4,1,strict,1,t,98,1,1,5.198497031,,,
Entire home/apt,3,1,strict,1,f,100,2,2,5.521460918,,,
Private room,2,1,moderate,0,t,100,1,1,4.094344562,,,
Entire home/apt,8,2.5,strict,1,f,100,3,3,5.991464547,,,
Entire home/apt,3,1,moderate,1,f,94,1,1,5.288267031,,,
Entire home/apt,2,1,flexible,0,t,96,1,1,5.164785974,,,
Entire home/apt,3,1,strict,0,f,96,1,2,6.263398263,,,
Entire home/apt,4,1,strict,1,t,96,1,2,4.744932128,,,
Private room,1,2,moderate,1,f,96,1,1,3.526360525,,,
Private room,2,1,strict,1,f,97,1,1,4.17438727,,,
Private room,2,1,moderate,1,f,100,1,1,4.369447852,,,
Private room,2,1,moderate,0,f,96,1,1,4.49980967,,,
Entire home/apt,6,2,strict,1,f,100,2,2,5.855071922,,,
Entire home/apt,6,3,strict,1,f,100,3,6,5.991464547,,,
Entire home/apt,4,2,strict,1,f,100,1,2,6.684611728,,,
Entire home/apt,5,2,strict,1,f,96,2,2,6.684611728,,,
Shared room,1,1,flexible,0,t,96,1,2,3.401197382,,,
Entire home/apt,4,1,moderate,1,f,100,1,1,6.052089169,,,
Entire home/apt,4,1,moderate,1,t,100,1,1,5.003946306,,,
Entire home/apt,3,1,strict,1,f,90,1,2,4.787491743,,,
Shared room,1,1,flexible,0,f,90,1,1,3.401197382,,,
Entire home/apt,1,1,moderate,1,t,95,1,1,4.369447852,,,
Entire home/apt,2,1,strict,1,f,87,1,1,4.605170186,,,
Entire home/apt,6,1.5,moderate,0,t,96,2,2,5.703782475,,,
Entire home/apt,7,2.5,strict,1,f,98,4,5,6.109247583,,,
Entire home/apt,2,1,strict,1,f,87,0,1,4.382026635,,,
Entire home/apt,6,1,strict,1,t,100,3,3,5.703782475,,,
Private room,2,1,moderate,0,f,100,1,1,4.442651256,,,
Entire home/apt,2,1,moderate,1,f,99,1,1,5.010635294,,,
Entire home/apt,3,1,flexible,1,f,98,1,2,5.010635294,,,
Entire home/apt,8,2,strict,1,f,95,4,5,5.393627546,,,
Private room,1,1,flexible,0,t,20,1,1,4.605170186,,,
Private room,1,1,flexible,0,f,100,1,1,4.17438727,,,
Entire home/apt,16,3.5,moderate,1,t,94,7,12,5.913503006,,,
Private room,2,1,flexible,0,t,90,1,1,4.49980967,,,
Private room,2,1,flexible,0,f,100,1,1,4.59511985,,,
Private room,2,1,strict,1,t,96,1,1,3.850147602,,,
Private room,2,1,moderate,1,f,94,1,1,4.465908119,,,
Private room,5,1,strict,1,f,96,1,3,5.135798437,,,
Entire home/apt,3,1,flexible,1,f,96,1,1,5.049856007,,,
Private room,2,1,moderate,0,f,93,1,1,3.737669618,,,
Private room,1,1,moderate,0,f,93,1,1,4.317488114,,,
Entire home/apt,4,1,flexible,0,f,96,2,2,5.347107531,,,
Entire home/apt,4,1,strict,1,f,92,2,2,5.293304825,,,
Private room,2,1,flexible,0,f,96,1,1,3.891820298,,,
Entire home/apt,2,1,moderate,1,f,96,1,1,5.164785974,,,
Entire home/apt,6,1,flexible,1,f,96,2,2,6.214608098,,,
Private room,2,1,moderate,1,f,93,1,1,4.553876892,,,
Entire home/apt,4,1,flexible,0,f,96,1,1,6.476972363,,,
Private room,2,1,flexible,0,t,94,1,1,4.382026635,,,
Entire home/apt,5,2,moderate,1,f,100,2,2,4.736198448,,,
Entire home/apt,1,1,flexible,1,f,100,0,1,4.442651256,,,
Entire home/apt,2,1,flexible,0,t,86,1,1,4.17438727,,,
Entire home/apt,5,1,strict,1,f,100,2,3,6.052089169,,,
Entire home/apt,2,2,strict,0,f,100,2,2,4.382026635,,,
Entire home/apt,8,3.5,strict,1,f,98,4,6,6.620073207,,,
Private room,2,1,moderate,0,f,100,1,1,4.17438727,,,
Entire home/apt,6,1,strict,1,f,96,3,3,5.298317367,,,
Entire home/apt,9,2.5,strict,1,t,96,3,6,5.003946306,,,
Entire home/apt,9,2.5,strict,1,f,88,4,4,6.902742737,,,
Entire home/apt,3,1,strict,1,f,96,0,1,4.744932128,,,
Entire home/apt,4,1,strict,1,t,100,2,2,5.616771098,,,
Entire home/apt,2,1,moderate,0,f,94,0,2,4.59511985,,,
Private room,2,1,strict,1,f,96,1,1,4.317488114,,,
Private room,1,1,strict,1,t,100,1,1,4.007333185,,,
Entire home/apt,15,2,strict,1,f,90,5,7,5.783825182,,,
Entire home/apt,4,1,strict,0,t,93,1,2,5.634789603,,,
Entire home/apt,4,1,flexible,0,f,100,2,2,5.521460918,,,
Entire home/apt,4,1,moderate,1,t,99,1,2,4.553876892,,,
Private room,2,2,flexible,1,f,100,3,1,4.644390899,,,
Private room,5,2,strict,1,f,100,1,4,3.555348061,,,
Private room,2,1,moderate,0,t,96,1,1,4.605170186,,,
Entire home/apt,4,1,strict,1,f,96,2,2,5.370638028,,,
Entire home/apt,3,1,strict,0,f,96,0,3,5.913503006,,,
Private room,2,1,flexible,0,t,96,1,1,4.234106505,,,
Private room,2,1,moderate,1,f,98,1,1,4.990432587,,,
Entire home/apt,2,1,strict,0,f,80,1,1,4.905274778,,,
Private room,1,1,flexible,1,f,80,1,1,4.007333185,,,
Entire home/apt,1,1,moderate,1,f,96,0,1,4.158883083,,,
Shared room,1,1,strict,1,f,91,1,1,4.007333185,,,
Entire home/apt,6,2.5,strict,1,f,99,2,3,6.173786104,,,
Entire home/apt,3,1,moderate,1,f,100,1,1,5.666426688,,,
Entire home/apt,4,1,flexible,0,f,96,2,3,4.49980967,,,
Entire home/apt,3,1,moderate,1,f,94,2,2,4.770684624,,,
Private room,3,1,strict,0,t,100,1,2,3.912023005,,,
Entire home/apt,8,2,strict,1,t,100,3,4,5.888877958,,,
Private room,2,1.5,moderate,0,f,100,1,1,4.59511985,,,
Private room,1,1,flexible,1,f,97,1,1,3.80666249,,,
Entire home/apt,4,2,moderate,1,t,99,2,2,5.003946306,,,
Entire home/apt,5,1,strict,1,f,95,2,2,5.752572639,,,
Private room,3,1,flexible,0,f,93,1,1,4.33073334,,,
Entire home/apt,6,2,strict,1,f,95,3,5,5.164785974,,,
Private room,4,1,strict,1,f,94,1,2,4.094344562,,,
Private room,3,4,strict,1,f,93,1,2,4.248495242,,,
Private room,5,2,moderate,1,t,92,1,2,3.80666249,,,
Entire home/apt,4,1,moderate,1,f,100,1,2,4.17438727,,,
Entire home/apt,6,1,moderate,1,t,97,2,4,5.855071922,,,
Entire home/apt,2,1,strict,1,f,100,1,1,5.293304825,,,
Private room,2,1,flexible,0,t,80,1,1,4.605170186,,,
Private room,1,1,strict,1,f,97,1,1,4.317488114,,,
Entire home/apt,3,1,strict,1,f,97,1,1,5.38907173,,,
Entire home/apt,6,2,strict,1,f,80,3,4,5.521460918,,,
Entire home/apt,2,1,moderate,1,f,85,0,1,4.605170186,,,
Entire home/apt,4,1.5,strict,1,f,99,2,2,5.857933154,,,
Entire home/apt,8,2,strict,0,f,89,4,6,5.459585514,,,
Private room,2,1,flexible,0,t,98,1,1,4.382026635,,,
Private room,1,1,moderate,0,f,100,1,1,3.663561646,,,
Private room,2,1,flexible,0,f,100,1,1,5.010635294,,,
Entire home/apt,8,1.5,strict,1,t,100,3,4,5.351858133,,,
Entire home/apt,1,1,strict,0,f,96,0,1,5.010635294,,,
Entire home/apt,4,1,strict,1,f,90,1,2,4.86753445,,,
Private room,2,1,moderate,1,f,94,1,1,3.761200116,,,
Private room,3,1,flexible,1,t,93,1,2,5.010635294,,,
